ID,assignment,comments,length
1227,7,"In general, everything is mostly functional -- nice work there! Only small kink at the moment still is being able to have multiple users testing the app at once.  I think you really want to focus on interaction flow now. Think about all the cases where users will want to do things. ",54
1228,7,"Created an event, whoops want to get rid of it or edit it. How can I do this?",19
1229,7,- Should be less cost to creating an event -> can we organize that form better?,16
1230,7,"Form validation, user goes haywire?",6
1231,7,- Account stuff -> I know you're already working on it,11
1232,7,"How does one actually join a particular event? When I see all the interaction available on the app, I'm assuming I can both create and join events. How will I separate those two? ",35
1233,7,"The functionality of submitting a photo is still not fully functional, but the idea of submitting and liking others' photos is neat. Very cute visual design! The one thing was a bother was that every time I visited the home page, the Tutorial pop up would show up, which can be redundant and annoying for users who have already gone through the tutorial. Data doesn't seem to be handled through $.get or $.post to be asynchronous. It also isn't super clear from the home page that the main functionality is to submit pictures.",93
1234,7,Functionality is great so far! Really like the concept and animations. Only thing is data doesn't seem to be handled asynchrounously through $.get or $.post.,25
1235,7,I cannot tell if the multiplayer is actually working yet. I think it would be essential to see that actually functional before we can test the interaction and how testers feel about hte app.,34
1236,7,Good job! Fill in more of the data so that the testers can see more examples of what the site might look like.,23
1237,7,"Deductions for:  - Prototype is completely functional: There is nothing on the settings page, but I do have a user account. Logging out, I'm not able to log back in with the same username and password",37
1238,7,"Suggestions: - I would make the tab that says ""Goal & Wishlist"" just say ""Wishlist"", b/c that's really what it's about managing. ",23
1239,7,- Wishlist items have images but they're not visible and I can't set them anywhere.,16
1240,7,The prototype has made a lot of improvement from where it was previously. I'm confident you will be able to make the corrections needed for the final project.,29
1241,7,- 1 point off for uneven distribution of work,10
1242,7,Suggestions: - need a way to edit pictures associated with meals.,12
1243,7,need a way to delete accidentally added past meals.,11
1244,7,"- UI for suggestions page is a bit unclear... it looks like I'm adding 2 hamburgers at once. would like to see from that page why they're being suggested.  Instead of ""you're doing good"" maybe,  ""you could use some protein"" along w/ a suggestion of an egg",50
1245,7,Awesome to see this come together !,7
1246,7,"Notes: Uneven distribution of tasks -- From the looks of it, Hyeonsu taking on uneven large amount of work? How can we distribute the tasks more evenly? Happy to meet to discuss strategies with your group, let me know",39
1247,7,Clicking 'send' to message chef + from foodinfo page -- 'confirm' and 'message chef' also are not functional so user runs into roadblock,23
1248,7,Nice work !,3
1249,7,Notes: Sign out page has very low contrast between foreground and background + buttons are overlayed,17
1250,7,"After user creates an account, the app reads ""Welcome back!"" even though it's their first time in the app?",19
1251,7,"When navigating throughout the app, the hamburger button disappears (e.g. edit_tripdiary) -- this is confusing -- can you keep the button on all pages? Or not use it in the first place? Would make navigation more straightforward.",37
1252,7,"Awesome work with the camera! Seems a little buggy -- so after I take a photo (I see a little preview of it) but then when I go to hit upload, it takes me too addPicture, but the screen is not scrollable and I can't see if my image was uploaded (on mobile device)",54
1253,7,Happy to chat more in office hours if y'all have any questions,12
1254,7,Nice work!,2
1255,7,Notes: Why does the value for the amount of people you are with have to be greater than 1? What if user is traveling alone?,25
1256,7,Some of these notes are borderline bugs -- please sort them out,12
1257,7,"Re: As seen in Lab 6, data are handled asynchronously using the $.get and $.post functions. Using $.ajax and $.getJSON are also acceptable -- I don't see use of $.get or $.post -- am I missing this somewhere?",38
1258,7,Work load seems a bit uneven in previous week -- but looking more even in future weeks so keep this up!,21
1259,7,Nice work !,3
1260,7,"What is meant to happen when user clicks on friends profile page? Currently, there is no functionality for this.",19
1261,7,Great idea to have team meetings embedded within the dev plan,11
1262,7,"User can take a photo, but followthrough functionality (e.g. doing something with that photo) does not exist -- this aspect seems important to address your users' needs",27
1263,7,Great work!,2
1264,7,"Sharing a dish on newsfeed renders an error: ""Warning App 1018516261547542 is not allowed to create actions of type goto--app:Share for user 3304206757449""",23
1265,7,Nice work!,2
1266,7,"Notes: When user creates an account, important to give user feedback: ""account has successfully been created""",16
1267,7,"How will a user know what the event is that they are blocking off time for? It's very likely people will forget, and without any notes they won't be able to remember...",32
1268,7,"If the user creates an even that is not at an even hour (e.g. 8:07-9:15), then the calendar is not updated -- this needs a bit of debugging",28
1269,7,"Week 8 has no one assigned to any tasks? Given our meeting with Prof. Klemmer, this planning and distribution of labor is hugely important",24
1270,7,Where are your handlebars files? I only see HTML...,9
1271,7,"RE: ""As seen in Lab 6, data are handled asynchronously using the $.get and $.post functions. Using $.ajax and $.getJSON are also acceptable."" do not see the use of $.post functions or ajax equivalent?",34
1272,7,"Comments: - App is coming along nicely, and it looks like work is being well-distributed. Great work!",17
1273,7,Deductions: - point off for complete functionality. I can't add a class to any past classes. each button to a previous quarter is a placeholder for an empty screen.,29
1274,7,"point off for look and feel is reflective of a finished prototype. this kind of goes hand in hand with the previous one. The placeholder pages for quarters need work. Right now, too much appears to unfinished. ",39
1275,7,Comments:  -Well done getting all the classes from the ucsd site.,13
1276,7,"- Some major functionality is still missing: 1. User acccount management/customization: show only as many quarters as the user has attended UCSD for. 2. I should be able to add classes to past quarters, otherwise it's not really much help to me. I still n",59
1277,7,"- Development plan looks well balanced, but the commit log tells a different story. Didn't take a point off, but will be checking in with your group. ",28
1278,7,Well done!,3
1279,7,The mouseover for mood name doesn't really work for mobile since it doesn't work in a touch form factor. Think about how  you might alleviate that problem.,28
1280,7,"Overall, good job!",3
1281,7,"Nav bar icon inconsistent on left/right, and sometimes missing",10
1282,7,- Form validation would be nice for input -> that part is def going to be used/tested by people,19
1283,7,"- Filter options not obvious (the cogs button thing). I actually didn't realize that was a thing until I was snooping around the repo code -> also not clear how to utilize the filter, does it work, where's the actionable 'okay filter now!' button?",44
1284,7,"Functionality: Mostly functional and not buggy, enough to test out main elements (filter seems to be least accounted for at the moment). One part that is currently untestable is what requests to rent would end up looking like. If you can get far enough to prototype that part of the exchange, that would be pretty cool! Would also check out the list of improvements in the above.",67
1285,7,Interface design: Fits on mobile well! Slightly unrelated but the changes to the way users give input via the one page form is a much better improvement from the previous iteration,31
1286,7,Development plan: Looks like you accidentally linked week 6 twice! Ping me on Piazza with the link to the updated plan and I'll revisit this. EDIT: Got it~,28
1287,7,"Notes: - New header and things way better than the transparent, nice.",12
1288,7,Breaks when I click a location point and try to click the name of the place from the text bubble,21
1289,7,"Functionality: Still a couple bugs and perhaps not quite completely ready for testing. Once you get all this API madness finalized, would ideally like to see some other tier of functionality involved in the application. I think what would really encourage some additional exchange to happen would be what I noted above about being able to see who has checked in when, like a nice aggregate of all this information with your list view/random or something. That way I might be interested in chatting up someone who had been somewhere recently and getting their opinions. Something like that would be nice -> some concrete data that people would actually be pretty interested to see. ",115
1290,7,Dev plan: I understand it was a struggle with the API business.,12
1291,7,Prototype link didn't work. Cannot give points for app functionality. Please send an updated working link to app for points to be awarded.,23
1292,7,"Update: Thanks for submitting a working link. Re-roll function still not functional, but otherwise pretty complete.",16
1293,7,"The app as it is is not yet ready for testing as the quiz play mechanics are not fully functional. I noticed on the dev plan that there is a pretty unequal distribution of work, which may be the reason you are behind. Tasks should be evenly divided so as not to overwhelm any person, especially since you are a group of 2. If you're having group problems, please come see me. ",73
1294,7,- I shouldn't be able to edit a task that is currently being timed. Edit button should be greyed out in that case.,24
1295,7,- I don't see the option to set goals in the future. It seems like this is a timer simply for the immediate time.,25
1296,7,- The analytics page doesn't provide any sort of concrete information about the total amount of time spent doing each task. The pie chart should tell me how long spent in each category and also total time spent timing goals in a day.,44
1297,7,"Another note,  I noticed in your commit log that Shuyu has not made any commits. I did not subtract the point for evenly distributed work, but is there a reason for this?  Please explain briefly  in your assignment 8 submission. ",44
1298,7,Deductions: - Achievements page lacks functionality.,7
1299,7,- It looks like the brunt of the work is on Andres' shoulders. I don't see a single commit from Grant. Is he pair programming with someone?,28
1300,7,- the settings page as is doesn't make much sense...,10
1301,7,"Would like to see some feedback on the charities page when I click plus, what exactly did I do? I've added this charity to my list of goals, at that time I should also be given the option to adjust the amount of money I want to save up. ",51
1302,7,Deductions: - Some functionality is lacking. I wasn't able to update the time Mike was last seen.,18
1303,7,"- I don't see ""Pervasive data customization and templating. All major functionality is templated rather than copied & pasted. Evidence of this is using partials."" I'm specifically searching through your code for use of  of the {{}} templating syntax intro",45
1304,7,"Comments: - There are a lot of great elements in your app, would like to have some more components. ",20
1305,7,"- Really like your color scheme and overall polish. I noticed in terms of commits, ",16
1306,7,"Deborah seems to have fewer overall, but am giving the benefit of the doubt in terms of even distribution of tasks.",22
1307,7,"Onboarding quiz, I mistook the question numbers for ratings. I would make the questions and the options for answers occupy the main portion of the screen, and put the navigation to jump between questions less prominent. ",37
1308,7,Expected to be taken directly to your suggestions for me after the quiz as opposed to just the home screen.,23
1309,7,"shai purson? lol. more seriously, ideally this would update to my name. ",15
1310,7,"- Not You? button is quite large, but the use case for this is probably < 1% of the time. try making element prominence proportional to their frequency of use.  I like the idea of having a custom message for the person who logs in, if you're looking for s",57
1311,7,"Deductions: - Graph functionality is incomplete. It's currently populated with dummy data, doesn't update on the basis of entries that I input. Also",23
1312,7,- Didn't see data customization or evidence of templating.,10
1313,7,Comments: - I like the potential to compare sleep trends with others.,12
1314,7,I like the outside constraints portion of your assignment.,11
1315,7,"-Would be nice if account page pre-populated with data i've already provided, so i know what i'm changing it to. ",21
1316,7,"Deductions: - Prototype isn't completely functional - my events page is still wizard of oz'ed, should be functional at this point. ",22
1317,7,"Comments: - Appreciate the well-organized submission. There's clearly still some work to be done making this a usable app. The ideas are there, but it's not quite ready in terms of being usable",33
1318,7,Why is Johnny the only one making commits the git repo?,13
1319,7,"When creating an account, it asks for my myers brigs type -- how do I know this? can you enable your users to quickly/easily find this out (e.g. take them to myers briggs site? (but then how do you encourage/remind them to come back + finish creating their profile), a short custom variation of the MB test embedded within your own app?, etc)",63
1320,7,How do I know where to meet my group? (re confirmation),11
1321,7,What does it mean that someone is pending in my lunch group?,12
1322,7,How will you grab the users login name to have that render as 'you' versus Marks name?,17
1323,7,The confirmation page seems to need a little love e.g. more efficient use of white space,16
1324,7,"It's really cool to see this come together ! Still some implementation/functionality that doesn't yet exist (e.g. pause, vote to skip just skips + doesn't seem to increment voting, if there's no song in the queue and the user tries to skip, there is no user feedback (besides what is printed in the console)",54
1325,7,"When using across multiple devices, I could join the same room (awesome work !) yet some other things don't quite hold (the mute and pause buttons aren't visible on mobile device, music didn't seem to want to play on phone, even though could see the time incrementing) -- note, the app does 'work' on a phone, just doesn't have full functionality -- please ensure so in next assignment !",69
1326,7,"Error when trying to register: ""Error: Could not resolve 'register' from state 'splash'""",13
1327,7,Signing in with soundcloud is awesome !,7
1328,7,"When the join room fails, it simply states ""Join Room Failed!"" How can we provide more helpful information for the user to know how to recover for this error? E.g. navigation back to safety/splash page?",35
1329,7,"Lastly, the view files are not in handlebars but in HTML -- this should not be the case ",19
1330,7,Re:   Pervasive data customization and templating. All major functionality is templated rather than copied & pasted. Evidence of this is using partials. -- where are y'alls handlebars files? I only see html... which has quite a bit of repeated code and the opportunity for templating,47
1331,7,Awesome work !,3
1332,7,"If an event is updated, would the user receive a text with updated information? Didn't seem to do this for me, but would be important to notify users",28
1333,8,Good job!,2
1334,8,"first out of the box point assigned out of both studios. good work, but you have a lot of progress to make for the presentation!",25
1335,8,Good job!,2
1336,8,full credit. nice work.,4
1337,8,I'm not sure how you plan on measuring the click heat map.,12
1338,8,Explicitly state what the hypotheses are(e.g. null hypothesis).,8
1339,8,Missing current week's dev plan.,5
1340,8,"Deductions: - 1 point off for the limited number of changes listed. The changes to be implemented should be a larger list of the general feedback you received from your in-person testing, not just the relatively small interface changes that you are making for your a/b testing. ",48
1341,8,"Your description of your online test, does not describe what you will be measuring specifically. Just that you will be testing the impact of an add a class button. Will you be comparing click through rates on the current add a class button, or will you be calculating the total amount of time spent on the page?",60
1342,8,No description of the possible outcomes of an A/B test.,11
1343,8,The A/B test was not specific enough as described and doesn't account for hypotheses or interpretations of results. Really liked the videos! I think they capture your users' breakdowns much better than pictures or captions could have.,37
1344,8,Great job!,2
1345,8,At least make your null hypothesis explicit.,7
1346,8,Deductions: -No quantifiable measure listed.,6
1347,8,No listing of possible outcomes of a/b testing.,10
1348,8,"Comments: I like the addition of the ""colorful"" screen. Suggestion: After log in redirect to the web app, not the login page.",22
1349,8,Nice work !,4
1350,8,"Ensure use of the correct statistical test when analyzing results (e.g. chi squared, t-test, etc)",15
1351,8,Good job!,2
1352,8,Good job!,2
1353,8,Good redesign!,2
1354,8,The quiz aspect still doesn't seem very game-like. Is there a point system or what rewards does the user get for completing quizzes and questions correctly? A/B test plan should include hypotheses and potential interpretations of results.,38
1355,8,Wanted to see a little more detailed protocol (I should be able to replicate your study just by reading it).  Focus on wrapping up functionality and styling this week. Are the activity and rankings pages going to have any data that reflects what users do (e.g. what buildings they walk around) or is that just canned data?,58
1356,8,Well done!,2
1357,8,"Comments: There are clearly still some pieces of information missing, but overall your plan seems straightforward and well laid out. ",21
1358,8,Good job!,2
1359,8,"Both createanimal/ and createanimal/text links went to createanimal/text, but otherwise everything looks good! You have hit upon some great insights, and it is clear that you have taken these insights to make tangible changes. ",35
1360,8,Awesome work ! Looking forward to hearing about what you learn from the experiment..,14
1361,8,Great work -- looking forward to learning what your experiments unveil..,11
1362,8,Keep it up these final two weeks!,7
1363,8,"FYI--sound test does not work if I do not explicitly add ""https://"" in front of app url.",17
1364,8,"Testing the noise level of the environment is super cool! You can make it more intuitive and get rid of the instructions by displaying a ""Testing..."" + countdown of seconds until it finishes the test, which would give you a cleaner look as well. New tutorial looks great--same modal box screen size when looking through tutorial would be a good minor fix.",62
1365,8,"A/B feedback to use for A9: make sure the features you are testing are quantifiable. Changing the color will not suffice as an A/B test. Testing rate of added environments or rate of clicks to test sound because of the implementation of a tutorial or change of the test sound layout would provide meaningful data. In the write-up, you fail to specify quantifiable data or specific trackable changes that can be analyzed with statistical tests.",75
1366,8,"A/B pages should not be separate apps. They should all be in one app, but different routes (as in lab 7).",21
1367,8,The dev plan is borderline passing for these points. It has not been updated well (in terms of added times or including all tasks that were done). It also appears that teamwork is not evenly distributed. Spend a few extra minutes fixing the dev plan and updating for both A9 and A10 or you will lose points in the future. Last warning on dev plan.,65
1368,8,Nice work!,2
1369,8,"Protocol: ""Was this interface easy to navigate? Agree/Disagree"" & ""Did you find the newsfeed useful? Agree/Disagree""  && ""Was there anything that felt tedious?"" -- these are a leading question -- how could you reword in order for it to not be?",42
1370,8,"The redesign stems from the user testing, and well reflects an underlying design breakdown or opportunity solution. A/B testing with it will produce informative results. -- Not clear how user testing inspired this manipulation",34
1371,8,Looking forward to learning about how your A/B goes !,10
1372,8,Great improvement -- *keep this up!*,6
1373,8,"Specifically, awesome protocol -- very detailed + well formulated",9
1374,8,"Also, ensure use of correct statistical test (chi-squared, t-test, etc)",10
1375,8,Protocol: Should be documented how you should be recording things and or what to watch out for.,18
1376,8,"Another thing to consider is: do you want to minimize re-rolls, or minimize time spent to decide on a place to go? Someone spending 3 re-rolls on the single result page might actually be taking less time to find a place to eat than someone spending 1 re-roll on a multi-result page. Just a thought. ",56
1377,8,"Online Test Plan: Missing ""All possible outcomes of the A/B test are identified, and interpreted with implications on the design of the prototype. Hypotheses are welcome."" What will each resulting test outcome possibility imply for the design of the app?",40
1378,8,"As far as variable measuring, the one thing I would be concerned about is your original prototype also contains a search icon. Will you measure that too? How will you distill results if you do? Just make sure you are aware of that potential muddling of data. ",48
1379,8,"Protocol: Really fantastic protocol. Well detailed and takes care of a lot of variables like choosing what to fill out, which task to do etc. I love that you did a pilot study and documented it as well. Great stuff!",40
1380,8,Documentation: Awesome seeing that level of detail. Video was great too! Very interesting find noticing how much the keyboard on a phone can actually affect usability. A lot of these breakdowns I actually did not even notice while briefly using your app -- good stuff. The power of user observations!,51
1381,8,Nice work!,2
1382,8,"""Do they think that the menu button is too small? How can we help make it more",17
1383,8,"accessible?"" ""Do the users think that the color synergy plays well together?""  & ""How do they like the flow of the application ?"" ",25
1384,8,these are leading questions. How could you reword them in order for them not to be?,17
1385,8,"""Users thought that the roll button was kind of buried at the bottom, making it less appealing when the page first loads."" -- this is not a change to be made -- one way to check if you're starting with a verb or more action oriented verbiage",47
1386,8,"""Pending.."" -- this is confusing-- how to know what exactly is pending? -- is it just a lag in connection? is it a user's invite is pending? their acceptance? please add clarification",32
1387,8,Nice work~,2
1388,8,"""The photos show and the captions thoroughly describe clear breakdowns or opportunities."" -- captions do not articulate breakdown, please read over rubric to ensure you're getting all points",28
1389,8,"""All possible outcomes of the A/B test are identified, and interpreted with implications on the design of the prototype. Hypotheses are welcome."" -- where are the predicted results?",28
1390,8,Really push these next couple weeks! Looking forward to seeing how things shape up,14
1391,8,"Great work! -- specifically the user interviews, observations, insights gathered",10
1392,8,Ensure redesign is fully functional in order for users to not get caught up parsing bugs,16
1393,8,Nice work !,3
1394,8,"""The photos show and the captions thoroughly describe clear breakdowns or opportunities."" -- some of the user breakdowns were due to a lack of functionality (not a violation of Neilsen's heuristics, etc)",32
1395,8,Nice work !,3
1396,8,"Notes: ""Original design URL and redesign URL are submitted. The redesign is functional."" -- redesign is not fully functional -- ensure this is before you complete used testing 1. when click refine, user previous search queries are not carried over, so as is, it's currently just starting a new search 2. filter doesn't actually filter based on inputted queries",59
1397,8,""" A smarter and more relevant search with fewer questions (only city and date) will be implemented."" -- the purpose of an A/B test is to work past what we think is 'intuitive' or 'smarter' as discussed in class, these inclinations are often wrong. ",45
1398,8,"Don't overlook the difficulty people may have with writing down their appliance's watt usage. This may be a point where people get frustrated and leave your app. Also, was looking for a clearer description of your A/B testing including metrics and potential outcomes.",43
1399,8,Observations: Very important insight found about the keyboard blocking normal interaction flow that you wouldn't normally be a problem on a desktop. Great detail overall!,25
1400,8,Observations: Great detail! I like how you considered and documented the background of each tester. Gives it a much more human feel.,23
1401,8,"Changes: For the location, since you're already working with APIs, it may be useful to look into Google Places/Location to simply autocomplete locations. Can make that part a whole lot smoother. ",32
1402,8,"In general, I don't think this is the most valuable alternate design that you could be tackling with A/B testing. Shrinking information down to one screen seems just like a simple interface improvement. I would consider thinking about some different alternative designs to test. There are a lot of other big opportunities from your user observations. Different ways to fill out event information, different ways to view your list of events, etc.",72
1403,8,"Observations: Great detail with the protocol. Whew! It's been quite an adventure with these naming conventions. To avoid future issues with this, maybe consider some alternative ways to represent who is providing a favr for who. I remember some directional arrows toward the beginning of the quarter. Perhaps some variant of this might help? Metaphors to the real world  + recognition over recall are good baselines for some sort of quick redesign here.",74
1404,8,Observations: Detailed protocol and cool inclusion of survey results.,10
1405,8,The post-test redesign of your app is definitely an improvement for navigation -- nice work.,15
1406,8,"Alternative design: Interesting choice for A/B test. I might even consider some different wording to make the contrast even larger. It seems like you're going for implicit action result vs. very explicit action result that describes exactly what clicking the button will do. 'Can't Decide? Click Me!' is still pretty open ended and also might deter someone who isn't necessarily indecisive, but would still be interested in a random suggestion. Perhaps something very direct like ""Give me a random..."" or ""Show me..."" idk, something very directly descriptive to make the contrast bigger between the two designs. Up to you! Just some food for thought. ",105
1407,8,Observations: Good detail on your protocol. Nice insight and appropriate list of changes. Good job!,15
1408,8,"Alternative designs/experiments: In general, you have a lot of proposed experiments. They CAN work together, but just make sure that this is planned carefully. Be ready to explain that any experiments you run in parallel don't interfere with each other and potentially mess up each other's data. ",48
1409,8,I can tell a lot of thought and work was put into some proposed redesigns though; good work!,18
1410,8,Observations: Great detail on the protocol!,7
1411,8,Alternative Design Testing: Good that you accounted for the sell button test's dependence on a user actually wanting to sell something. I would definitely recommend performing analysis on the data from each of the alternatives separately as well as combined.,41
1412,8,"Overall, good progress. Hope everyone's midterms went well!",8
1413,8,"Are your analytics hooked up to actual user behavior, or just canned data? I'd encourage you to keep refining what you show people by going back to your original POV and asking what visualizations can help people address your original problem.",41
1414,8,"Also, your A/B test needs to look at user behavior, not what they report in a survey. Ch-squared tests are for comparing rates of binary behavior such as click through, not ratings on a likert scale.",36
1415,8,"Protocol is good, but should be more specific in having a script that explains what the app does and the functionality. The 2nd photo doesn't really capture the participant's reaction to the gamification. It might have been better to capture his facial expression as it is difficult to tell from the screen what his reaction really is. A couple things that might require some more clarity is how much is necessary to level up and more confirmation within the inventory page as to how the Friendler's mood is changing rather than using the item and then having to go back to the Friendler page to see the change in mood. Also, does checking in with friends earn more points than alone? The little encouraging messages also stack up after leaving the app idle for a while, which might be irritating for a user. I really like the concept and functionality of the app! I think you all have come a long way from your original prototype.",166
1416,8,"A couple thoughts on your A/B test. Will you be able to test the value of historical results if you are just giving people canned data for those results? I agree that showing history could be valuable, but question whether you can get accurate test results just by showing fake data for people. Also, for the employees move away from aggregating results in a pie chart  to time-series graph (most likely a line chart) since people are more likely to want to see trends in their responses over time,  (e.g. why did I give low ratings last month...) rather than just knowing that 30% of all their responses were in a particular category. You're getting there, but think a little more about how you show employees and employers the results and how you help them reflect on those results. Go back to your original POV for fresh inspiration.",150
1417,8,url doesn't work for redesign. resubmit via piazza. resubmit the data type you will measure and discuss the possible outcomes of the test and the interpretations. only then will i give points back.,33
1418,8,edit: added points back,4
1419,8,"While it is good to A/B test small changes, don't be afraid to make significant changes this week to your styling. While you're in good shape, I think your app could see some significant improvements in minimalism and ease of navigation. Whenever you find yourself thinking that your app is just inherently complex, question that assumption.",56
1420,8,protocol not very thorough. gave point for chosen data because the assignment was misleading. just change the data type to number of users who accessed help out of those assigned to either condition and you're good.,36
1421,8,"assignment was incorrect about suitable variable for chi squared, so point was given. you must convert your number of pageviews to a different variable that classifies the users into one of two categories. since it's confusion you're after, maybe just classify users based on whether or not they went to the edit page after they added. hard to understand exactly what you're after. you can also use pageviews and a t-test to compare the groups that way. up to you. redesign is not functional currently. don't really see the difference between the two URLs.",94
1422,8,A/B testing should have hypotheses of results and potential interpretations. Great redesign!,12
1423,8,Great visual design and cute concept!,6
1424,8,Great functionality so far coming up to the end here! Very thorough assignment. Clicking to change the due time on a small mobile screen might be a little difficult using the arrows. Missing copy of last week's dev plan and Github URL.,42
1425,8,Good insights for redesign of PowerUpp button. The URL for the original app seems to redirect to the redesign by default. It is still unclear as to what the how many points each workout is worth. The protocol is a bit too simplistic and not specific enough in describing the purpose of the app. A/B test plan should have hypotheses of results and possible interpretations.,65
1426,8,Comments: - nice new landing page :),7
1427,8,"- You didn't group your information about testing and how it would be performed in one place, it was sprinkled throughout the submission. Made for challenging grading. If you have time before today's submission, please try to make sure that pieces of info",50
1428,8,- I don't see Liz or Maria's signed consent forms.,11
1429,8,"The A/B test is quite shallow of a change.  A change in the photo taking page might be more interesting, as there were definite confusions from users after using the page, and several redesigns could be possible from that issue.(no points deducted)",43
1430,8,Describe the null hypothesis explicitly.,5
1431,8,I had to take a few points off for the testing descriptions. The assignment asks what measurable user behavior you will be tracking. Describing a difference in general isn't specific enough. Also there was no description of the possible outcomes of these particular tests that you're trying to run.,50
1432,8,The protocol is not detailed enough.,6
1433,8,Suggested changes don't address core issues of the cooking interface.,10
1434,8,Explicitly state what the hypothesis would be.,7
1435,8,"I think fundamentally you identify that your game interface needs work, but the proposed changes aren't quite comprehensive to fix the issues.",22
1436,8,What are the hypotheses being tested? At least make the null hypothesis explicit.,13
1437,8,"protocol could be better, but gave point. no real descriptions from the photo captions. outcomes provided, but no interpretations. time is proposed as a measure, but no statistical test. resubmit on piazza your interpretations and corrections regarding statistics, and i'll give the points back.",44
1438,8,"The protocol should be specific enough that if another person were to read it, they could run a participant through the app. Great functionality on the redesign! I really enjoy the trading card system and the re-roll functionality. The only thing that I would still suggest is having a way for users to add their own chores or cards (the detailed functionality of this can be Wizard-of-Oz'ed if needed). Missing last week's dev plan and Github URL for redesign.",79
1439,8,not enough photos,3
1440,8,"Your implementation is a bit behind. What happens after the user orders?  When an order is complete, how does the user pick up the food (a simple address would suffice)? Again, wizard-of-oz work is fine, but it should still allow a user to fully complete a goal (getting food). In this case, there is no way to pay (not even a fake ""pay now"" button) and no way to get your food. I would like to see an example of an order with a status of ""complete"" to know what are the next steps. Also, you added ratings to the dishes, but did not implement a rating system. In short, tie up all loose ends.",116
1441,8,"If you test the duration spent on a page, do NOT use a chi-square test unless variables can be binarized (i.e. clicked vs not clicked). Points will be taken off next week if tests are performed incorrectly. A/B tests on duration will typically use t-tests. (P.S.  in industry, chi-square tests are used much more often)",56
1442,8,Possible outcomes of A/B tests are not interpreted with implications of design of prototype (i.e. how will your redesign affect the tests).,22
1443,8,You have many implementation tasks set for next week and I have also suggested many. Make sure you set a realistic plan that also takes into account the most important tasks and the required tasks for A9.,37
1444,8,Changes: Interesting that it was not obvious to someone that the app was geared toward UCSD. Will be cool to see how the experience of the app might change when you do make that more obvious.,37
1445,8,Photo Documentation: I like that you included quotes from the user testing in the captions. Really helps make the documented data feel more human and relatable later when digging for insights.,31
1446,8,Good progress! Nice to see that the prototype is fitting better into mobile form factor.,16
1447,8,Observations/Changes: Great detail! I like the thorough notes and clear connection to changes. Insightful find on users wanting to just jump to search rather than manually checking through categories.,30
1448,8,"Good job overall. As a note on metrics for testing, timing may be a hard one for distilling insights. Another potential metric o maybe think about is whether or not one design is more conducive of using the category options. As you noted in your tests, some users just wanted to jump straight to search (essentially a question of exploration vs. pre-meditated want).  Would different designs influence how much users explore rather than directed search? Could be an interesting question. Not required at all, just leaving it out there for thoughts~",92
1449,8,"The protocol is detailed, but the interview follow up questions in item 7 may not be the best questions. Users often do not know what changes they might want.  A better way to probe users for their thoughts on changes are asking them what they liked most or least about the app and then making changes based on their responses.  In addition, the first item merely says to explain the idea of the app. You should explicitly write out a script on how to explain the idea of the app. Another person should be able to read the protocol and run a participant through it. One thing you mentioned is that people didn't seem to notice when they leveled up. Something that might be interesting to test is whether showing confirmation of leveling up affects user motivation to continue with answering more questions. ",146
1450,8,Deductions: - Redesign is not fully functional. I couldn't see the goals that I added after adding them on the goals page.,22
1451,8,"-  Point off for discussion of outcomes. Although you are measuring a quantifiable user behavior, your measurement is not well-suited for the type of experiment you're trying to run because on mobile, in order to view the tool tip text, the user will alre",153
1452,8,"Comments: - There is no ""tool tip"" in a mobile web app. Your assignment for the course project is to design for the mobile context. If you plan to display the text when the button is tapped, then you should explain that.  ",44
1453,8,"-Bug: After adding a goal, the Goals page continues to show the message ""You don't any unfinished goal yet"". I considered taking a point off for this given that it is a pretty obvious bug, but it might be possible that neither of your users came across th",66
1454,8,Suggestion: Show results from the current day by default.,11
1455,8,Looking good! I really enjoyed the link to the course website in the help menu :),16
1456,8,"Two suggestions: 1) For the completed goals view, the whitespace can be reduced, because users don't need to interact w/ individual lines. You might even consider keeping the 3 categories collapsed and having an easy way to see how many of each type of goal has been collapsed. Maybe by titling the buttons ""Easy (12)"" or whatever else you think of. ",62
1457,8,"2) I would go for a friendlier font in your onboarding screens, and also use different weights and sizes for emphasis. The text itself is good, but especially if your app is focused on shy individuals, you want to be as inviting as possible. ",45
1458,8,"Well done on the test plan! A few comments:  - The graphs still don't make sense. I really recommend not putting in dummy data. The average of the two moods, also doesn't make too much sense. ",38
1459,8,"I also really recommend changing the numbering cues to include if not emojis, single word descriptions corresponding to meaning. ",21
1460,8,"Well done overall. I took 1 point off because the redesign isn't presented as a coherent interactive app, but more as a set of screens. I would expect the dashboard in the redesign to some how link to the individual pig page. It's not clear to me that with the current state of the submission you would be able to conduct an actual a/b test.",65
1461,9,nice work. it's mostly there.,5
1462,9,Great work!,2
1463,9,excellent work,2
1464,9,"- potential revisions not listed on development plan. Wish that you'd added a final push to include some additional functionality to the app (eg, some way to track existing requirements)",30
1465,9,Nice work !,3
1466,9,needs more work.,3
1467,9,Awesome work!!,2
1468,9,Online test results: Great job! Nice detail and organization with the whole process. Analysis and results are clear as well.,20
1469,9,"App is really coming together! Good progress and nice touch with starting some styling. Looking forward to any last wave of updates in the next, final week! ",28
1470,9,Not enough work shown for t-test. The extent of work shown should be similar to if you did a t-test for math homework.,23
1471,9,"Proposed changes should include general fixes, not just based off testing.",11
